period,series,unit,value,month
2015 Jun,Fish & Other Seafood,Index,81.831,2015-06-01
2015 Jul,Fish & Other Seafood,Index,83.172,2015-07-01
2015 Aug,Fish & Other Seafood,Index,82.92,2015-08-01
2015 Sep,Fish & Other Seafood,Index,82.601,2015-09-01
2015 Oct,Fish & Other Seafood,Index,82.354,2015-10-01
2015 Nov,Fish & Other Seafood,Index,82.032,2015-11-01
2015 Dec,Fish & Other Seafood,Index,82.622,2015-12-01
2016 Jan,Fish & Other Seafood,Index,87.625,2016-01-01
2016 Feb,Fish & Other Seafood,Index,88.484,2016-02-01
2016 Mar,Fish & Other Seafood,Index,85.308,2016-03-01
2016 Apr,Fish & Other Seafood,Index,84.868,2016-04-01
2016 May,Fish & Other Seafood,Index,85.656,2016-05-01
2016 Jun,Fish & Other Seafood,Index,86.88,2016-06-01
2016 Jul,Fish & Other Seafood,Index,87.529,2016-07-01
2016 Aug,Fish & Other Seafood,Index,86.59,2016-08-01
2016 Sep,Fish & Other Seafood,Index,86.287,2016-09-01
2016 Oct,Fish & Other Seafood,Index,86.954,2016-10-01
2016 Nov,Fish & Other Seafood,Index,86.401,2016-11-01
2016 Dec,Fish & Other Seafood,Index,87.11,2016-12-01
2017 Jan,Fish & Other Seafood,Index,93.097,2017-01-01
2017 Feb,Fish & Other Seafood,Index,88.87,2017-02-01
2017 Mar,Fish & Other Seafood,Index,87.289,2017-03-01
2017 Apr,Fish & Other Seafood,Index,87.865,2017-04-01
2017 May,Fish & Other Seafood,Index,88.147,2017-05-01
2017 Jun,Fish & Other Seafood,Index,87.918,2017-06-01
2017 Jul,Fish & Other Seafood,Index,89.746,2017-07-01
2017 Aug,Fish & Other Seafood,Index,88.777,2017-08-01
2017 Sep,Fish & Other Seafood,Index,88.697,2017-09-01
2017 Oct,Fish & Other Seafood,Index,88.271,2017-10-01
2017 Nov,Fish & Other Seafood,Index,88.061,2017-11-01
2017 Dec,Fish & Other Seafood,Index,89.089,2017-12-01
2018 Jan,Fish & Other Seafood,Index,92.366,2018-01-01
2018 Feb,Fish & Other Seafood,Index,95.316,2018-02-01
2018 Mar,Fish & Other Seafood,Index,89.779,2018-03-01
2018 Apr,Fish & Other Seafood,Index,89.524,2018-04-01
2018 May,Fish & Other Seafood,Index,89.721,2018-05-01
2018 Jun,Fish & Other Seafood,Index,91.005,2018-06-01
2018 Jul,Fish & Other Seafood,Index,92.304,2018-07-01
2018 Aug,Fish & Other Seafood,Index,91.012,2018-08-01
2018 Sep,Fish & Other Seafood,Index,90.883,2018-09-01
2018 Oct,Fish & Other Seafood,Index,90.58,2018-10-01
2018 Nov,Fish & Other Seafood,Index,90.179,2018-11-01
2018 Dec,Fish & Other Seafood,Index,90.791,2018-12-01
2019 Jan,Fish & Other Seafood,Index,94.854,2019-01-01
2019 Feb,Fish & Other Seafood,Index,93.402,2019-02-01
2019 Mar,Fish & Other Seafood,Index,91.297,2019-03-01
2019 Apr,Fish & Other Seafood,Index,90.65,2019-04-01
2019 May,Fish & Other Seafood,Index,91.376,2019-05-01
2019 Jun,Fish & Other Seafood,Index,92.317,2019-06-01
2019 Jul,Fish & Other Seafood,Index,92.352,2019-07-01
2019 Aug,Fish & Other Seafood,Index,92.713,2019-08-01
2019 Sep,Fish & Other Seafood,Index,92.204,2019-09-01
2019 Oct,Fish & Other Seafood,Index,92.764,2019-10-01
2019 Nov,Fish & Other Seafood,Index,91.407,2019-11-01
2019 Dec,Fish & Other Seafood,Index,92.916,2019-12-01
2020 Jan,Fish & Other Seafood,Index,98.652,2020-01-01
2020 Feb,Fish & Other Seafood,Index,94.002,2020-02-01
2020 Mar,Fish & Other Seafood,Index,91.736,2020-03-01
2020 Apr,Fish & Other Seafood,Index,92.636,2020-04-01
2020 May,Fish & Other Seafood,Index,91.512,2020-05-01
2020 Jun,Fish & Other Seafood,Index,92.179,2020-06-01
2020 Jul,Fish & Other Seafood,Index,92.372,2020-07-01
2020 Aug,Fish & Other Seafood,Index,93.468,2020-08-01
2020 Sep,Fish & Other Seafood,Index,93.896,2020-09-01
2020 Oct,Fish & Other Seafood,Index,92.912,2020-10-01
2020 Nov,Fish & Other Seafood,Index,92.983,2020-11-01
2020 Dec,Fish & Other Seafood,Index,92.891,2020-12-01
2021 Jan,Fish & Other Seafood,Index,94.459,2021-01-01
2021 Feb,Fish & Other Seafood,Index,96.355,2021-02-01
2021 Mar,Fish & Other Seafood,Index,92.288,2021-03-01
2021 Apr,Fish & Other Seafood,Index,92.422,2021-04-01
2021 May,Fish & Other Seafood,Index,93.642,2021-05-01
2021 Jun,Fish & Other Seafood,Index,92.619,2021-06-01
2021 Jul,Fish & Other Seafood,Index,92.713,2021-07-01
2021 Aug,Fish & Other Seafood,Index,93.889,2021-08-01
2021 Sep,Fish & Other Seafood,Index,93.557,2021-09-01
2021 Oct,Fish & Other Seafood,Index,93.406,2021-10-01
2021 Nov,Fish & Other Seafood,Index,94.484,2021-11-01
2021 Dec,Fish & Other Seafood,Index,94.947,2021-12-01
2022 Jan,Fish & Other Seafood,Index,100.686,2022-01-01
2022 Feb,Fish & Other Seafood,Index,95.431,2022-02-01
2022 Mar,Fish & Other Seafood,Index,97.133,2022-03-01
2022 Apr,Fish & Other Seafood,Index,97.605,2022-04-01
2022 May,Fish & Other Seafood,Index,100.485,2022-05-01
2022 Jun,Fish & Other Seafood,Index,100.398,2022-06-01
2022 Jul,Fish & Other Seafood,Index,99.847,2022-07-01
2022 Aug,Fish & Other Seafood,Index,99.0,2022-08-01
2022 Sep,Fish & Other Seafood,Index,98.748,2022-09-01
2022 Oct,Fish & Other Seafood,Index,98.145,2022-10-01
2022 Nov,Fish & Other Seafood,Index,97.367,2022-11-01
2022 Dec,Fish & Other Seafood,Index,98.405,2022-12-01
2023 Jan,Fish & Other Seafood,Index,106.087,2023-01-01
2023 Feb,Fish & Other Seafood,Index,103.517,2023-02-01
2023 Mar,Fish & Other Seafood,Index,105.286,2023-03-01
2023 Apr,Fish & Other Seafood,Index,104.739,2023-04-01
2023 May,Fish & Other Seafood,Index,105.783,2023-05-01
2023 Jun,Fish & Other Seafood,Index,104.096,2023-06-01
2023 Jul,Fish & Other Seafood,Index,103.85,2023-07-01
2023 Aug,Fish & Other Seafood,Index,103.833,2023-08-01
2023 Sep,Fish & Other Seafood,Index,102.709,2023-09-01
2023 Oct,Fish & Other Seafood,Index,102.18,2023-10-01
2023 Nov,Fish & Other Seafood,Index,102.317,2023-11-01
2023 Dec,Fish & Other Seafood,Index,101.469,2023-12-01
2024 Jan,Fish & Other Seafood,Index,102.757,2024-01-01
2024 Feb,Fish & Other Seafood,Index,103.851,2024-02-01
2024 Mar,Fish & Other Seafood,Index,100.995,2024-03-01
2024 Apr,Fish & Other Seafood,Index,98.639,2024-04-01
2024 May,Fish & Other Seafood,Index,100.409,2024-05-01
2024 Jun,Fish & Other Seafood,Index,99.703,2024-06-01
2024 Jul,Fish & Other Seafood,Index,99.301,2024-07-01
2024 Aug,Fish & Other Seafood,Index,98.941,2024-08-01
2024 Sep,Fish & Other Seafood,Index,99.471,2024-09-01
2024 Oct,Fish & Other Seafood,Index,98.247,2024-10-01
2024 Nov,Fish & Other Seafood,Index,97.837,2024-11-01
2024 Dec,Fish & Other Seafood,Index,99.85,2024-12-01
2025 Jan,Fish & Other Seafood,Index,103.483,2025-01-01
2025 Feb,Fish & Other Seafood,Index,99.648,2025-02-01
2025 Mar,Fish & Other Seafood,Index,98.864,2025-03-01
2025 Apr,Fish & Other Seafood,Index,98.923,2025-04-01
2025 May,Fish & Other Seafood,Index,97.3,2025-05-01
2025 Jun,Fish & Other Seafood,Index,96.792,2025-06-01
2025 Jul,Fish & Other Seafood,Index,98.315,2025-07-01
2025 Aug,Fish & Other Seafood,Index,98.176,2025-08-01
2025 Sep,Fish & Other Seafood,Index,97.328,2025-09-01
2025 Oct,Fish & Other Seafood,Index,98.41,2025-10-01
2025 Nov,Fish & Other Seafood,Index,97.396,2025-11-01
2025 Dec,Fish & Other Seafood,Index,98.502,2025-12-01
2026 Jan,Fish & Other Seafood,Index,101.208,2026-01-01
2026 Feb,Fish & Other Seafood,Index,107.071,2026-02-01
2026 Mar,Fish & Other Seafood,Index,104.707,2026-03-01
2026 Apr,Fish & Other Seafood,Index,103.792,2026-04-01
2015 Jan,"Fish, Fresh Or Chilled",Index,82.968,2015-01-01
2015 Feb,"Fish, Fresh Or Chilled",Index,87.566,2015-02-01
2015 Mar,"Fish, Fresh Or Chilled",Index,82.054,2015-03-01
2015 Apr,"Fish, Fresh Or Chilled",Index,80.349,2015-04-01
2015 May,"Fish, Fresh Or Chilled",Index,80.516,2015-05-01
2015 Jun,"Fish, Fresh Or Chilled",Index,80.724,2015-06-01
2015 Jul,"Fish, Fresh Or Chilled",Index,82.223,2015-07-01
2015 Aug,"Fish, Fresh Or Chilled",Index,82.568,2015-08-01
2015 Sep,"Fish, Fresh Or Chilled",Index,81.936,2015-09-01
2015 Oct,"Fish, Fresh Or Chilled",Index,81.236,2015-10-01
2015 Nov,"Fish, Fresh Or Chilled",Index,80.692,2015-11-01
2015 Dec,"Fish, Fresh Or Chilled",Index,81.816,2015-12-01
2016 Jan,"Fish, Fresh Or Chilled",Index,87.528,2016-01-01
2016 Feb,"Fish, Fresh Or Chilled",Index,87.837,2016-02-01
2016 Mar,"Fish, Fresh Or Chilled",Index,84.047,2016-03-01
2016 Apr,"Fish, Fresh Or Chilled",Index,83.232,2016-04-01
2016 May,"Fish, Fresh Or Chilled",Index,84.669,2016-05-01
2016 Jun,"Fish, Fresh Or Chilled",Index,86.246,2016-06-01
2016 Jul,"Fish, Fresh Or Chilled",Index,87.792,2016-07-01
2016 Aug,"Fish, Fresh Or Chilled",Index,86.409,2016-08-01
2016 Sep,"Fish, Fresh Or Chilled",Index,86.39,2016-09-01
2016 Oct,"Fish, Fresh Or Chilled",Index,86.587,2016-10-01
2016 Nov,"Fish, Fresh Or Chilled",Index,86.197,2016-11-01
2016 Dec,"Fish, Fresh Or Chilled",Index,86.945,2016-12-01
2017 Jan,"Fish, Fresh Or Chilled",Index,92.961,2017-01-01
2017 Feb,"Fish, Fresh Or Chilled",Index,89.061,2017-02-01
2017 Mar,"Fish, Fresh Or Chilled",Index,87.586,2017-03-01
2017 Apr,"Fish, Fresh Or Chilled",Index,87.574,2017-04-01
2017 May,"Fish, Fresh Or Chilled",Index,87.898,2017-05-01
2017 Jun,"Fish, Fresh Or Chilled",Index,87.947,2017-06-01
2017 Jul,"Fish, Fresh Or Chilled",Index,91.168,2017-07-01
2017 Aug,"Fish, Fresh Or Chilled",Index,90.148,2017-08-01
2017 Sep,"Fish, Fresh Or Chilled",Index,89.174,2017-09-01
2017 Oct,"Fish, Fresh Or Chilled",Index,88.211,2017-10-01
2017 Nov,"Fish, Fresh Or Chilled",Index,87.574,2017-11-01
2017 Dec,"Fish, Fresh Or Chilled",Index,88.733,2017-12-01
2018 Jan,"Fish, Fresh Or Chilled",Index,92.035,2018-01-01
2018 Feb,"Fish, Fresh Or Chilled",Index,96.385,2018-02-01
2018 Mar,"Fish, Fresh Or Chilled",Index,89.397,2018-03-01
2018 Apr,"Fish, Fresh Or Chilled",Index,89.458,2018-04-01
2018 May,"Fish, Fresh Or Chilled",Index,89.824,2018-05-01
2018 Jun,"Fish, Fresh Or Chilled",Index,91.73,2018-06-01
2018 Jul,"Fish, Fresh Or Chilled",Index,93.8,2018-07-01
2018 Aug,"Fish, Fresh Or Chilled",Index,92.922,2018-08-01
2018 Sep,"Fish, Fresh Or Chilled",Index,91.884,2018-09-01
2018 Oct,"Fish, Fresh Or Chilled",Index,90.617,2018-10-01
2018 Nov,"Fish, Fresh Or Chilled",Index,89.937,2018-11-01
2018 Dec,"Fish, Fresh Or Chilled",Index,90.475,2018-12-01
2019 Jan,"Fish, Fresh Or Chilled",Index,95.359,2019-01-01
2019 Feb,"Fish, Fresh Or Chilled",Index,94.215,2019-02-01
2019 Mar,"Fish, Fresh Or Chilled",Index,92.041,2019-03-01
2019 Apr,"Fish, Fresh Or Chilled",Index,90.602,2019-04-01
2019 May,"Fish, Fresh Or Chilled",Index,91.835,2019-05-01
2019 Jun,"Fish, Fresh Or Chilled",Index,92.9,2019-06-01
2019 Jul,"Fish, Fresh Or Chilled",Index,93.552,2019-07-01
2019 Aug,"Fish, Fresh Or Chilled",Index,93.635,2019-08-01
2019 Sep,"Fish, Fresh Or Chilled",Index,92.945,2019-09-01
2019 Oct,"Fish, Fresh Or Chilled",Index,93.05,2019-10-01
2019 Nov,"Fish, Fresh Or Chilled",Index,91.303,2019-11-01
2019 Dec,"Fish, Fresh Or Chilled",Index,92.991,2019-12-01
2020 Jan,"Fish, Fresh Or Chilled",Index,98.608,2020-01-01
2020 Feb,"Fish, Fresh Or Chilled",Index,94.555,2020-02-01
2020 Mar,"Fish, Fresh Or Chilled",Index,93.398,2020-03-01
2020 Apr,"Fish, Fresh Or Chilled",Index,94.097,2020-04-01
2020 May,"Fish, Fresh Or Chilled",Index,91.045,2020-05-01
2020 Jun,"Fish, Fresh Or Chilled",Index,92.661,2020-06-01
2020 Jul,"Fish, Fresh Or Chilled",Index,92.685,2020-07-01
2020 Aug,"Fish, Fresh Or Chilled",Index,93.692,2020-08-01
2020 Sep,"Fish, Fresh Or Chilled",Index,93.802,2020-09-01
2020 Oct,"Fish, Fresh Or Chilled",Index,93.23,2020-10-01
2020 Nov,"Fish, Fresh Or Chilled",Index,93.174,2020-11-01
2020 Dec,"Fish, Fresh Or Chilled",Index,93.034,2020-12-01
2021 Jan,"Fish, Fresh Or Chilled",Index,94.918,2021-01-01
2021 Feb,"Fish, Fresh Or Chilled",Index,96.783,2021-02-01
2021 Mar,"Fish, Fresh Or Chilled",Index,92.546,2021-03-01
2021 Apr,"Fish, Fresh Or Chilled",Index,92.049,2021-04-01
2021 May,"Fish, Fresh Or Chilled",Index,93.762,2021-05-01
2021 Jun,"Fish, Fresh Or Chilled",Index,92.607,2021-06-01
2021 Jul,"Fish, Fresh Or Chilled",Index,92.886,2021-07-01
2021 Aug,"Fish, Fresh Or Chilled",Index,94.089,2021-08-01
2021 Sep,"Fish, Fresh Or Chilled",Index,93.817,2021-09-01
2021 Oct,"Fish, Fresh Or Chilled",Index,93.597,2021-10-01
2021 Nov,"Fish, Fresh Or Chilled",Index,95.142,2021-11-01
2021 Dec,"Fish, Fresh Or Chilled",Index,95.568,2021-12-01
2022 Jan,"Fish, Fresh Or Chilled",Index,102.227,2022-01-01
2022 Feb,"Fish, Fresh Or Chilled",Index,97.155,2022-02-01
2022 Mar,"Fish, Fresh Or Chilled",Index,98.088,2022-03-01
2022 Apr,"Fish, Fresh Or Chilled",Index,99.148,2022-04-01
2022 May,"Fish, Fresh Or Chilled",Index,103.024,2022-05-01
2022 Jun,"Fish, Fresh Or Chilled",Index,102.582,2022-06-01
2022 Jul,"Fish, Fresh Or Chilled",Index,102.435,2022-07-01
2022 Aug,"Fish, Fresh Or Chilled",Index,101.982,2022-08-01
2022 Sep,"Fish, Fresh Or Chilled",Index,99.906,2022-09-01
2022 Oct,"Fish, Fresh Or Chilled",Index,99.46,2022-10-01
2022 Nov,"Fish, Fresh Or Chilled",Index,99.074,2022-11-01
2022 Dec,"Fish, Fresh Or Chilled",Index,100.323,2022-12-01
2023 Jan,"Fish, Fresh Or Chilled",Index,107.189,2023-01-01
2023 Feb,"Fish, Fresh Or Chilled",Index,103.88,2023-02-01
2023 Mar,"Fish, Fresh Or Chilled",Index,105.555,2023-03-01
2023 Apr,"Fish, Fresh Or Chilled",Index,103.919,2023-04-01
2023 May,"Fish, Fresh Or Chilled",Index,105.302,2023-05-01
2023 Jun,"Fish, Fresh Or Chilled",Index,103.174,2023-06-01
2023 Jul,"Fish, Fresh Or Chilled",Index,102.581,2023-07-01
2023 Aug,"Fish, Fresh Or Chilled",Index,102.833,2023-08-01
2023 Sep,"Fish, Fresh Or Chilled",Index,101.488,2023-09-01
2023 Oct,"Fish, Fresh Or Chilled",Index,100.127,2023-10-01
2023 Nov,"Fish, Fresh Or Chilled",Index,100.602,2023-11-01
2023 Dec,"Fish, Fresh Or Chilled",Index,99.607,2023-12-01
2024 Jan,"Fish, Fresh Or Chilled",Index,102.957,2024-01-01
2024 Feb,"Fish, Fresh Or Chilled",Index,103.742,2024-02-01
2024 Mar,"Fish, Fresh Or Chilled",Index,101.399,2024-03-01
2024 Apr,"Fish, Fresh Or Chilled",Index,99.362,2024-04-01
2024 May,"Fish, Fresh Or Chilled",Index,100.787,2024-05-01
2024 Jun,"Fish, Fresh Or Chilled",Index,100.009,2024-06-01
2024 Jul,"Fish, Fresh Or Chilled",Index,99.507,2024-07-01
2024 Aug,"Fish, Fresh Or Chilled",Index,99.394,2024-08-01
2024 Sep,"Fish, Fresh Or Chilled",Index,99.57,2024-09-01
2024 Oct,"Fish, Fresh Or Chilled",Index,97.705,2024-10-01
2024 Nov,"Fish, Fresh Or Chilled",Index,96.6,2024-11-01
2024 Dec,"Fish, Fresh Or Chilled",Index,98.969,2024-12-01
2025 Jan,"Fish, Fresh Or Chilled",Index,104.454,2025-01-01
2025 Feb,"Fish, Fresh Or Chilled",Index,100.404,2025-02-01
2025 Mar,"Fish, Fresh Or Chilled",Index,98.067,2025-03-01
2025 Apr,"Fish, Fresh Or Chilled",Index,97.903,2025-04-01
2025 May,"Fish, Fresh Or Chilled",Index,96.178,2025-05-01
2025 Jun,"Fish, Fresh Or Chilled",Index,96.011,2025-06-01
2025 Jul,"Fish, Fresh Or Chilled",Index,97.449,2025-07-01
2025 Aug,"Fish, Fresh Or Chilled",Index,96.721,2025-08-01
2025 Sep,"Fish, Fresh Or Chilled",Index,96.879,2025-09-01
2025 Oct,"Fish, Fresh Or Chilled",Index,97.477,2025-10-01
2025 Nov,"Fish, Fresh Or Chilled",Index,96.643,2025-11-01
2025 Dec,"Fish, Fresh Or Chilled",Index,97.674,2025-12-01
2026 Jan,"Fish, Fresh Or Chilled",Index,101.259,2026-01-01
2026 Feb,"Fish, Fresh Or Chilled",Index,106.507,2026-02-01
2026 Mar,"Fish, Fresh Or Chilled",Index,103.861,2026-03-01
2026 Apr,"Fish, Fresh Or Chilled",Index,104.174,2026-04-01
2015 Jan,"Fish, Frozen",Index,75.155,2015-01-01
2015 Feb,"Fish, Frozen",Index,75.685,2015-02-01
2015 Mar,"Fish, Frozen",Index,75.006,2015-03-01
2015 Apr,"Fish, Frozen",Index,76.658,2015-04-01
2015 May,"Fish, Frozen",Index,76.528,2015-05-01
2015 Jun,"Fish, Frozen",Index,76.242,2015-06-01
2015 Jul,"Fish, Frozen",Index,76.969,2015-07-01
2015 Aug,"Fish, Frozen",Index,75.738,2015-08-01
2015 Sep,"Fish, Frozen",Index,75.393,2015-09-01
2015 Oct,"Fish, Frozen",Index,75.76,2015-10-01
2015 Nov,"Fish, Frozen",Index,78.538,2015-11-01
2015 Dec,"Fish, Frozen",Index,79.27,2015-12-01
2016 Jan,"Fish, Frozen",Index,79.261,2016-01-01
2016 Feb,"Fish, Frozen",Index,81.159,2016-02-01
2016 Mar,"Fish, Frozen",Index,81.648,2016-03-01
2016 Apr,"Fish, Frozen",Index,81.006,2016-04-01
2016 May,"Fish, Frozen",Index,78.736,2016-05-01
2016 Jun,"Fish, Frozen",Index,81.537,2016-06-01
2016 Jul,"Fish, Frozen",Index,80.827,2016-07-01
2016 Aug,"Fish, Frozen",Index,83.872,2016-08-01
2016 Sep,"Fish, Frozen",Index,85.528,2016-09-01
2016 Oct,"Fish, Frozen",Index,87.394,2016-10-01
2016 Nov,"Fish, Frozen",Index,85.375,2016-11-01
2016 Dec,"Fish, Frozen",Index,85.698,2016-12-01
2017 Jan,"Fish, Frozen",Index,84.975,2017-01-01
2017 Feb,"Fish, Frozen",Index,85.627,2017-02-01
2017 Mar,"Fish, Frozen",Index,87.459,2017-03-01
2017 Apr,"Fish, Frozen",Index,88.002,2017-04-01
2017 May,"Fish, Frozen",Index,86.446,2017-05-01
2017 Jun,"Fish, Frozen",Index,88.766,2017-06-01
2017 Jul,"Fish, Frozen",Index,89.085,2017-07-01
2017 Aug,"Fish, Frozen",Index,84.839,2017-08-01
2017 Sep,"Fish, Frozen",Index,87.996,2017-09-01
2017 Oct,"Fish, Frozen",Index,85.771,2017-10-01
2017 Nov,"Fish, Frozen",Index,87.911,2017-11-01
2017 Dec,"Fish, Frozen",Index,90.522,2017-12-01
2018 Jan,"Fish, Frozen",Index,85.694,2018-01-01
2018 Feb,"Fish, Frozen",Index,87.815,2018-02-01
2018 Mar,"Fish, Frozen",Index,88.804,2018-03-01
2018 Apr,"Fish, Frozen",Index,90.6,2018-04-01
2018 May,"Fish, Frozen",Index,90.457,2018-05-01
2018 Jun,"Fish, Frozen",Index,87.709,2018-06-01
2018 Jul,"Fish, Frozen",Index,89.693,2018-07-01
2018 Aug,"Fish, Frozen",Index,89.39,2018-08-01
2018 Sep,"Fish, Frozen",Index,89.162,2018-09-01
2018 Oct,"Fish, Frozen",Index,91.304,2018-10-01
2018 Nov,"Fish, Frozen",Index,89.657,2018-11-01
2018 Dec,"Fish, Frozen",Index,90.99,2018-12-01
2019 Jan,"Fish, Frozen",Index,88.707,2019-01-01
2019 Feb,"Fish, Frozen",Index,88.627,2019-02-01
2019 Mar,"Fish, Frozen",Index,85.679,2019-03-01
2019 Apr,"Fish, Frozen",Index,88.7,2019-04-01
2019 May,"Fish, Frozen",Index,87.71,2019-05-01
2019 Jun,"Fish, Frozen",Index,87.163,2019-06-01
2019 Jul,"Fish, Frozen",Index,87.145,2019-07-01
2019 Aug,"Fish, Frozen",Index,89.747,2019-08-01
2019 Sep,"Fish, Frozen",Index,87.256,2019-09-01
2019 Oct,"Fish, Frozen",Index,89.682,2019-10-01
2019 Nov,"Fish, Frozen",Index,88.599,2019-11-01
2019 Dec,"Fish, Frozen",Index,88.087,2019-12-01
2020 Jan,"Fish, Frozen",Index,84.735,2020-01-01
2020 Feb,"Fish, Frozen",Index,89.167,2020-02-01
2020 Mar,"Fish, Frozen",Index,85.453,2020-03-01
2020 Apr,"Fish, Frozen",Index,90.611,2020-04-01
2020 May,"Fish, Frozen",Index,91.555,2020-05-01
2020 Jun,"Fish, Frozen",Index,91.555,2020-06-01
2020 Jul,"Fish, Frozen",Index,87.835,2020-07-01
2020 Aug,"Fish, Frozen",Index,84.209,2020-08-01
2020 Sep,"Fish, Frozen",Index,89.929,2020-09-01
2020 Oct,"Fish, Frozen",Index,89.269,2020-10-01
2020 Nov,"Fish, Frozen",Index,86.926,2020-11-01
2020 Dec,"Fish, Frozen",Index,86.139,2020-12-01
2021 Jan,"Fish, Frozen",Index,85.135,2021-01-01
2021 Feb,"Fish, Frozen",Index,84.751,2021-02-01
2021 Mar,"Fish, Frozen",Index,88.901,2021-03-01
2021 Apr,"Fish, Frozen",Index,87.217,2021-04-01
2021 May,"Fish, Frozen",Index,90.239,2021-05-01
2021 Jun,"Fish, Frozen",Index,91.039,2021-06-01
2021 Jul,"Fish, Frozen",Index,90.407,2021-07-01
2021 Aug,"Fish, Frozen",Index,91.812,2021-08-01
2021 Sep,"Fish, Frozen",Index,89.407,2021-09-01
2021 Oct,"Fish, Frozen",Index,90.24,2021-10-01
2021 Nov,"Fish, Frozen",Index,88.454,2021-11-01
2021 Dec,"Fish, Frozen",Index,90.159,2021-12-01
2022 Jan,"Fish, Frozen",Index,87.364,2022-01-01
2022 Feb,"Fish, Frozen",Index,86.944,2022-02-01
2022 Mar,"Fish, Frozen",Index,87.072,2022-03-01
2022 Apr,"Fish, Frozen",Index,98.712,2022-04-01
2022 May,"Fish, Frozen",Index,99.045,2022-05-01
2022 Jun,"Fish, Frozen",Index,98.751,2022-06-01
2022 Jul,"Fish, Frozen",Index,99.662,2022-07-01
2022 Aug,"Fish, Frozen",Index,104.461,2022-08-01
2022 Sep,"Fish, Frozen",Index,101.918,2022-09-01
2022 Oct,"Fish, Frozen",Index,102.499,2022-10-01
2022 Nov,"Fish, Frozen",Index,104.232,2022-11-01
2022 Dec,"Fish, Frozen",Index,95.557,2022-12-01
2023 Jan,"Fish, Frozen",Index,104.027,2023-01-01
2023 Feb,"Fish, Frozen",Index,100.947,2023-02-01
2023 Mar,"Fish, Frozen",Index,108.055,2023-03-01
2023 Apr,"Fish, Frozen",Index,108.262,2023-04-01
2023 May,"Fish, Frozen",Index,107.854,2023-05-01
2023 Jun,"Fish, Frozen",Index,107.343,2023-06-01
2023 Jul,"Fish, Frozen",Index,107.327,2023-07-01
2023 Aug,"Fish, Frozen",Index,106.205,2023-08-01
2023 Sep,"Fish, Frozen",Index,95.881,2023-09-01
2023 Oct,"Fish, Frozen",Index,99.152,2023-10-01
2023 Nov,"Fish, Frozen",Index,99.169,2023-11-01
2023 Dec,"Fish, Frozen",Index,102.277,2023-12-01
2024 Jan,"Fish, Frozen",Index,98.976,2024-01-01
2024 Feb,"Fish, Frozen",Index,100.019,2024-02-01
2024 Mar,"Fish, Frozen",Index,96.713,2024-03-01
2024 Apr,"Fish, Frozen",Index,97.484,2024-04-01
2024 May,"Fish, Frozen",Index,99.558,2024-05-01
2024 Jun,"Fish, Frozen",Index,98.973,2024-06-01
2024 Jul,"Fish, Frozen",Index,100.474,2024-07-01
2024 Aug,"Fish, Frozen",Index,103.115,2024-08-01
2024 Sep,"Fish, Frozen",Index,101.76,2024-09-01
2024 Oct,"Fish, Frozen",Index,102.292,2024-10-01
2024 Nov,"Fish, Frozen",Index,102.168,2024-11-01
2024 Dec,"Fish, Frozen",Index,98.473,2024-12-01
2025 Jan,"Fish, Frozen",Index,94.638,2025-01-01
